,pagerank,eigenvector,bidirectional_links,reputaion
406524900,4.84E-08,4.92E-05,0.47755102,0.608
406814679,,,0.914728682,0.692857143
406817411,1.85E-05,0,0.599585062,0.611290323
406826769,9.23E-06,0,0.382575758,0.415929204
406828178,1.64E-06,0,0.062271062,0.106382979
407393059,8.86E-06,0,0.514348786,0.444171779
408707585,8.81E-06,0,0.447058824,0.679849341
409477898,7.40E-06,0,0.360730594,0.58045977
409593977,2.71E-06,0,0.199203187,0.304709141
409624188,4.95E-08,0.001160098,0.8712,0.5
410165126,1.31E-05,0,0.455598456,0.509004739
411386883,9.80E-07,0,0.151515152,0.144444444
412754103,2.56E-05,0,0.654037886,0.511446663
412767501,5.67E-06,0,0.300925926,0.34841629
412867492,,,0.346153846,0.356701031
413056775,6.69E-06,0,0.623809524,0.565217391
413085804,1.03E-07,0.000116706,0.18200409,0.396296296
413461232,1.01E-05,0,0.606349206,0.566712517
413588365,5.05E-08,0.000146404,0.546809324,0.475130365
413605766,2.62E-06,0,0.25,0.789473684
413655972,1.31E-05,0,0.712149533,0.49906367
415021649,8.83E-07,0,0.134146341,0.175879397
415482571,1.96E-05,0,0.682953312,0.463911525
415835711,6.69E-06,0,0.783653846,0.567567568
417280214,1.39E-05,0,0.707602339,0.768918919
417335653,2.18E-06,0,0.118644068,0.225721785
418371090,0.000122033,0,0.3714,0.5
418633045,1.59E-05,0,0.994623656,0.777511962
419912338,2.00E-05,0,0.486434109,0.440953413
420189045,2.59E-05,0,0.700625559,0.48646168
420286278,4.25E-06,0,0.027181688,0.197474168
420992602,3.65E-05,0,0.543786982,0.469221106
421391363,1.73E-05,0,0.194244604,0.457384515
422839809,8.18E-06,0,0.381355932,0.361471861
423502824,1.55E-05,0,0.876712329,0.81377551
423666184,1.40E-06,0,0.066433566,0.16374269
423893707,4.95E-08,9.33E-05,0.62585034,0.645783133
424328175,1.31E-05,0,0.338902148,0.55987395
425223279,9.89E-06,0,0.143203883,0.495098039
426334161,2.64E-05,0,0.899122807,0.703896104
427130304,1.41E-05,0,0.867237687,0.552253116
427142258,4.95E-08,0.000460559,0.733333333,0.771573604
427733260,1.07E-05,0,0.4375,0.439439439
427791119,4.38E-08,0.000145708,0.816,0.6
428278225,3.09E-05,0,0.869565217,0.611673903
428421268,2.21E-05,0,0.288626609,0.326832792
428628035,,,0.285714286,0.429184549
428641140,5.78E-05,0,0.369397218,0.785335103
429417419,5.89E-05,0,0.914148352,0.623869801
429647166,3.93E-06,0,0.225080386,0.341101695
430285181,1.93E-05,0,0,0
430588488,1.27E-06,0,0.036734694,0.172297297
430979463,1.62E-05,0,0.88627451,0.565587734
432074602,1.46E-05,0,0.272043746,0.290494665
434269508,1.60E-05,0,0.80270793,0.559625213
434727810,4.95E-08,0.000206497,0.6856,0.5
434732328,4.95E-08,0.000206497,0.5846,0.5
434756188,0.000122033,0,0.5978,0.5
434775697,0.000122033,0,0.5674,0.5
434790178,4.95E-08,0.000206497,0.6806,0.5
434818530,7.17E-08,0.000553367,0.5532,0.5
435525360,5.48E-08,0.000115546,0.606312292,0.530054645
437456557,1.01E-07,0.000150813,0.168032787,0.414868106
438028155,6.13E-06,0,0.493261456,0.403536977
438362574,1.64E-05,0,0.941176471,0.674066599
438484498,8.42E-06,0,0.406779661,0.493562232
438955880,2.35E-06,0,0.160714286,0.302180685
439704967,3.44E-05,0,0.819708029,0.506839453
441497987,9.86E-06,0,0.685483871,0.521235521
442079113,4.95E-08,6.73E-05,0.558823529,0.531841652
442443737,6.06E-06,0,0.440366972,0.431304348
444005925,4.62E-06,0,0.156787763,0.265449438
444230710,2.56E-05,0,0.857142857,0.564393939
446546808,6.28E-05,0,0.563307494,0.68907338
446905532,2.83E-05,0,0.621105528,0.537854157
447309305,4.32E-08,5.08E-05,0.458333333,0.851851852
448547670,4.95E-08,0.001160098,0.427469136,0.785714286
448568830,,,0.95979021,0.572176515
448697610,7.08E-06,0,0.675276753,0.516934046
449195625,3.92E-08,1.51E-05,0.251243781,0.309278351
450341350,4.12E-05,0,0,0
450860458,8.01E-06,0,0.583333333,0.5215311
450939144,4.95E-08,0.001160098,0.402402402,0.35589942
451144632,2.87E-08,0,0.500685871,0.487341772
451417227,3.69E-05,0,0.809607499,0.47004036
453052223,9.80E-07,0,0.125,0.143911439
454183646,8.37E-06,0,0.294117647,0.66796875
454540684,8.57E-06,0,0.818181818,0.779017857
455105031,7.71E-06,0,0.235690236,0.344370861
455802121,4.13E-06,0,0.042179262,0.127969349
455950099,4.42E-06,0,0.386138614,0.472584856
456150594,2.70E-05,0,0.505997819,0.546488625
456357565,2.13E-05,0,0.422894425,0.341148886
456566531,3.36E-05,0,0.192621193,0.371019968
456939896,1.56E-05,0,0.355699856,0.316230883
458941316,3.62E-06,0,0.225933202,0.224085366
459937526,5.88E-06,0,0.837837838,0.76433121
460232733,4.19E-05,0,0.239316239,0.879876797
461572767,3.13E-06,0,0.327868852,0.409677419
461581109,9.73E-05,0,0.231861199,0.676860347
462534253,1.42E-05,0,0.651663405,0.535876476
463045937,5.03E-06,0,0.686666667,0.572649573
463556269,,,0.971078977,0.84542641
464728189,6.85E-08,0.000452902,0.313672922,0.410742496
464841709,7.54E-06,0,0.323792487,0.355990783
465013390,1.44E-05,0,0.828488372,0.630901288
465119611,4.86E-08,0.000318099,0.688591984,0.642410878
465280740,4.95E-08,0.000197913,0.398809524,0.368760064
465379325,4.95E-08,0.001160098,0.451,0.5
465401166,0.000122033,0,0.41,0.5
465418238,0.000122033,0,0.5432,0.5
466187896,6.65E-08,0.000296753,0.958963283,0.578516158
466215674,0.000122033,0,0.4236,0.5
466255887,1.54E-06,0,0,1
466264796,0.000122033,0,0.617,0.5
466448027,0.000122033,0,0.5258,0.5
466449157,0.000122033,0,0.4292,0.5
466456399,0.000122033,0,0.3394,0.5
466460908,4.95E-08,0.001160098,0.4296,0.5
466762451,,,0.222222222,0.660526316
466825950,5.78E-05,0,0.785443038,0.599797366
467062429,0.000122033,0,0.4238,0.5
467086465,4.95E-08,0.001160098,0.6042,0.5
467140568,2.52E-06,0,0,0.990291262
468066235,7.52E-06,0,0.309859155,0.589595376
468080275,1.39E-05,0,0.780927835,0.594142259
468369974,7.17E-08,0.000553367,0.272988506,0.53194351
468563131,2.87E-08,0,0.455571227,0.45123839
469595996,1.64E-05,0,0.98989899,0.871595331
469739735,6.85E-05,0,0.710743802,0.794508916
470232795,4.16E-05,0,0.769622834,0.464811784
470394724,9.55E-06,0,0.84,0.546089385
470696070,1.36E-05,0,0.186177715,0.439082278
471572791,4.48E-05,0,0.853888452,0.590280013
472301455,5.64E-05,0,0.823891626,0.740076825
472562576,4.95E-08,0.001160098,0.938461538,0.82994186
474152548,6.34E-08,0.000114618,0.563559322,0.460776847
474513196,,,0.2,0.461538462
474784082,1.91E-05,0,0.123700624,0.448710602
475550183,3.02E-05,0,0.82619339,0.60243309
480104212,8.45E-06,0,0.228219697,0.245714286
480748987,2.25E-06,0,0.130434783,0.262390671
481913106,7.26E-05,0,0.793814433,0.938685209
481994964,1.21E-05,0,0.388888889,0.901459854
482179475,5.47E-06,0,0.320574163,0.515081206
482517693,1.08E-05,0,0.216836735,0.530538922
482865517,0.000122033,0,0.931221229,0.575175429
483620211,0.000122033,0,0.156330749,0.865950814
484522355,3.61E-08,5.82E-05,0.046046046,0.833472245
485265056,4.95E-08,0.001160098,0.783081185,0.51583617
485273674,6.63E-05,0,0.601226994,0.943363447
485873421,2.27E-06,0,0.105590062,0.361111111
486111271,5.80E-08,0.001160098,0.996598639,0.539762054
486172124,6.85E-08,0.000452902,0.618556701,0.566964286
487251929,1.71E-05,0,0.32172471,0.535439137
488525613,2.73E-07,0,0.129032258,0.243902439
489042575,4.61E-05,0,0.875930521,0.82424771
490044117,1.79E-07,9.07E-05,0.676789588,0.504301075
490440829,8.69E-06,0,0.290076336,0.730452675
490712110,5.02E-05,0,0.346733668,0.911516229
491673056,9.47E-06,0,0.926045016,0.553802009
491706663,9.76E-06,0,0.483495146,0.43715847
492728332,8.58E-07,0,0.064220183,0.232394366
493739792,2.19E-05,0,0.879799666,0.599062918
493747804,7.01E-06,0,0.7,0.614561028
495020496,,,0.530035336,0.561919505
496168830,1.18E-06,0,0.04040404,0.321917808
496295496,1.76E-06,0,0.076009501,0.144308943
496454090,1.16E-05,0,0.612068966,0.804713805
496673471,1.49E-07,0.000316707,0.459165154,0.510222222
496968634,1.83E-06,0,0.207729469,0.263345196
497125259,2.10E-06,0,0.319327731,0.422330097
497521332,8.40E-06,0,0.293436293,0.571900826
497557514,5.32E-06,0,0.730232558,0.501160093
498358491,,,0.153374233,0.24537037
498418001,1.65E-05,0,0.662878788,0.718249733
499737312,1.75E-05,0,0.556338028,0.717131474
500246041,6.64E-06,0,0.075135554,0.173495519
503262878,1.09E-05,0,0.128121607,0.326261887
503771485,7.47E-05,0,0.762666667,0.890924956
505119515,1.25E-06,0,0.082758621,0.099378882
505433014,4.36E-05,0,0.361134513,0.332395951
505440359,1.86E-05,0,0.896640827,0.664644714
505959713,9.33E-06,0,0.037444934,0.456937799
508397359,1.19E-05,0,0.377853881,0.355882353
512155932,4.95E-08,0.001160098,0.386018237,0.304439746
512740942,3.93E-06,0,0.258278146,0.346320346
512918460,1.89E-05,0,0.151241535,0.259692513
513517863,1.97E-05,0,0.602564103,0.911864407
514061230,7.75E-08,0,0.2,0.285714286
516091870,6.83E-05,0,0.087121212,0.91380999
516669107,3.79E-05,0,0.484691677,0.402935118
517160489,,,0.617940199,0.542900532
517686267,4.05E-06,0,1,0.70464135
518047763,4.59E-06,0,0.26223092,0.268955651
518341782,0.000101927,0,0.686770428,0.890893653
519445792,4.50E-05,0,0.598096633,0.574056751
520178852,1.14E-05,0,0.894366197,0.621333333
520328342,4.95E-08,0.001160098,0.476161369,0.587493696
520977237,2.87E-08,0,0.511627907,0.454401269
521039918,1.35E-05,0,0.953091684,0.54109589
522334559,1.68E-05,0,0.357191087,0.31530282
522348124,2.83E-05,0,0.368993654,0.346757477
522559673,5.15E-06,0,0.544072948,0.390740741
522769833,7.76E-06,0,0.147058824,0.28844404
523343938,4.52E-08,0.00018956,0.823305407,0.490690458
524809586,8.15E-06,0,0.430703625,0.415940224
524913626,8.35E-06,0,0.609589041,0.437017995
528800946,1.23E-05,0,0.708502024,0.504016064
528891726,1.45E-05,0,0.666666667,0.69025522
529296936,5.57E-06,0,0.766129032,0.646723647
531135163,4.74E-05,0,0.422744129,0.375891996
531140317,1.57E-05,0,0.284890427,0.27020202
531140765,1.60E-05,0,0.471349353,0.376368876
531143036,1.60E-05,0,0.290877797,0.272841051
531144478,2.02E-05,0,0.426218709,0.352665245
531144512,1.48E-05,0,0.471631206,0.517948718
531148016,1.52E-05,0,0.360479042,0.426904598
531149713,1.87E-05,0,0.443671766,0.347845805
531150104,4.43E-05,0,0.331407035,0.320355191
531152071,1.43E-05,0,0.381818182,0.358502149
531152224,1.71E-05,0,0.401229823,0.348522784
531155971,1.34E-05,0,0.430292599,0.484929078
531212295,1.58E-05,0,0.52284264,0.766863905
531226407,2.28E-05,0,0.684448463,0.457044674
531226608,3.97E-05,0,0.291968977,0.298648886
531237552,2.35E-05,0,0.485893417,0.500521921
531246711,1.14E-05,0,0.704950495,0.479917611
531250998,2.98E-05,0,0.472259811,0.450965825
531259803,2.95E-05,0,0.530110935,0.490718321
532556025,2.96E-05,0,0.603626943,0.610887097
532840492,1.70E-05,0,0.831663327,0.582077052
533547779,3.66E-05,0,0.396644295,0.501672241
535206680,1.56E-05,0,0.929859719,0.5618964
535537105,3.08E-06,0,0.147260274,0.299760192
535758794,7.08E-06,0,0.657534247,0.568897638
535959372,1.72E-05,0,0.623869801,0.55936255
536234966,1.08E-05,0,0.678571429,0.887323944
536684415,2.51E-05,0,0.765486726,0.602112676
537886787,7.42E-06,0,0.684210526,0.518581081
538794415,3.05E-06,0,0.148325359,0.230202578
539092665,4.95E-08,0.001160098,0.602,0.5
539128249,3.48E-05,0,0.876623377,0.902531646
540416380,2.27E-06,0,0.245098039,0.310810811
541142436,1.14E-05,0,0.54796748,0.432132964
541506684,3.80E-05,0,0.93460076,0.541652144
541515522,3.00E-05,0,0.62406015,0.507001647
541711129,,,0.14559387,0.64
542231259,6.49E-06,0,0.490740741,0.450847458
545079947,1.55E-05,0,0.319815668,0.36697783
545261627,1.03E-07,0.000289792,0.464508095,0.596685083
545443019,9.91E-06,0,0.554174067,0.41778697
545516275,3.69E-06,0,0.10011919,0.151668352
546074374,5.42E-08,0.000107193,0.795392954,0.534678436
546096491,6.16E-08,0.000146636,0.910031024,0.634127885
547900413,2.21E-05,0,0.359243697,0.654822335
548855295,5.42E-08,0.00011369,0.654054054,0.530456853
548938182,1.06E-05,0,0.639269406,0.665137615
549181062,1.69E-05,0,0.367003367,0.699392713
549416195,1.18E-05,0,0.315028902,0.317554241
549549339,5.42E-08,0.00011369,0.8,0.885620915
551611541,7.42E-06,0,0.93385214,0.543516874
551752143,1.09E-05,0,0.559322034,0.7168
551846148,4.95E-08,0.001160098,0.348329049,0.448618001
552147716,0.000122033,0,0.3062,0.5
552954961,1.55E-05,0,0.5,0.940564636
554002998,2.98E-06,0,0.092189501,0.136061947
554023026,1.15E-05,0,0.895131086,0.637720488
554193148,7.18E-06,0,0.73880597,0.521428571
554242271,4.64E-06,0,0.344748858,0.302547771
555411470,2.69E-05,0,0.852295409,0.68765586
556585952,1.86E-05,0,0.479299363,0.549174444
557270190,8.10E-05,0,0.671439337,0.457111687
557639325,4.45E-06,0,0.766666667,0.667896679
557910814,3.49E-06,0,0.112056738,0.167650531
558782771,5.40E-06,0,0.264615385,0.404761905
559112078,4.96E-08,3.11E-05,0.311111111,0.561281337
560480786,2.27E-05,0,0.731610338,0.648005598
560990422,1.24E-05,0,0.833333333,0.580275229
562035970,9.56E-07,0,0.036764706,0.122580645
562060665,4.96E-08,3.11E-05,0.306709265,0.699616123
563067334,0.000107807,0,0.49228972,0.507536532
563452765,3.76E-06,0,0.366559486,0.329741379
563781857,8.40E-06,0,0.509803922,0.770786517
563875863,4.36E-05,0,0.438596491,0.862318841
564336147,1.40E-05,0,0.355769231,0.846833579
565337747,4.07E-05,0,0.686498856,0.488290398
566099034,6.54E-06,0,0.069135802,0.397321429
566109750,6.17E-05,0,0.85730725,0.744186047
566642436,6.15E-08,8.63E-05,0.985611511,0.575572519
566807971,5.08E-06,0,0.335403727,0.394736842
567591601,5.20E-06,0,0.659090909,0.61627907
568015457,6.52E-06,0,0.372483221,0.46975089
568388087,8.57E-06,0,0.773413897,0.513235294
568841497,5.08E-06,0,0.649635036,0.601744186
571300130,5.73E-08,0.000296057,0.821505376,0.579566004
571446535,4.96E-08,0.00033666,0.821529745,0.788242352
571602303,1.27E-06,0,0.275362319,0.425
571771309,1.98E-06,0,0.556701031,0.451977401
572969576,2.19E-05,0,0.839779006,0.712241653
573221967,0.000122033,0,0.347826087,0.986387848
573300206,6.84E-05,0,0.982159624,0.724521469
573301009,4.86E-06,0,0.602150538,0.514360313
574527335,2.03E-05,0,0.68938401,0.521929825
574959037,4.24E-05,0,0.788888889,0.828244275
576821141,,,0.86963434,0.663095876
577502014,1.55E-05,0,0.924,0.560246262
578266551,5.40E-06,0,0.207692308,0.296346414
578423244,1.05E-05,0,0.567088608,0.51946472
578481944,3.97E-05,0,0.66601467,0.442475463
578727389,1.46E-05,0,0.611842105,0.663716814
579805979,2.22E-05,0,0.690140845,0.927698574
580922214,4.95E-08,9.37E-05,0.699432221,0.578648325
581063737,1.16E-05,0,0.156797331,0.282465589
581866430,2.87E-08,0,0.342857143,0.494584838
585912212,1.13E-05,0,0.83908046,0.638504155
586169941,2.40E-05,0,0.881188119,0.66061828
587271182,1.37E-06,0,0.37704918,0.474137931
587826392,3.23E-05,0,0.282296651,0.863398693
588325943,1.19E-05,0,0.2,0.989878543
589834497,3.64E-05,0,0.622641509,0.623327759
589910604,3.52E-06,0,0.390879479,0.317777778
592043234,1.69E-06,0,0.099009901,0.18328841
592252867,8.95E-05,0,0.864864865,0.961195595
593274528,6.54E-06,0,0.24,0.727520436
593724411,2.64E-05,0,0.707419018,0.530652281
595387862,0.000117055,0,0.814569536,0.940702926
595584728,5.24E-05,0,0.342105263,0.91962775
595827319,6.83E-08,0.000529469,0.585650723,0.421678996
596665611,9.47E-06,0,0.20661157,0.762745098
597513832,0.000122033,0,0.688543466,0.742170105
598686645,7.96E-06,0,0,0
599736873,3.25E-06,0,0.284237726,0.25
599745022,0.000122033,0,0.8264,0.5
599844379,0.000122033,0,0.870967742,0.987751877
599895538,2.87E-05,0,0.748927039,0.716545012
601314975,0.000118934,0,0.934097421,0.933154568
601401812,5.77E-08,0.000161486,0.535372849,0.55976431
601689477,1.86E-05,0,0.770020534,0.6104
602307139,7.67E-06,0,0.530864198,0.435933148
602691923,3.54E-05,0,0.889261745,0.708129285
603047832,5.42E-06,0,0.522088353,0.470212766
603962983,9.76E-06,0,0.239669421,0.450624291
604176461,4.49E-08,0.000134571,0.590747331,0.681766704
604400674,1.30E-06,0,0.018957346,0.109704641
604518391,1.18E-06,0,0.137362637,0.208695652
604582383,1.09E-05,0,0.695090439,0.53373494
605543304,,,0.375,0.849588719
605838742,1.79E-05,0,0.342403628,0.623398804
609166669,1.33E-05,0,0.716981132,0.631944444
610956863,8.06E-06,0,0.067294751,0.306902985
612129754,4.99E-08,0.000116938,0.713896458,0.531289911
612711615,,,0.811357702,0.700019581
612832024,3.75E-08,5.68E-05,0.690614137,0.541688794
612847186,3.38E-05,0,0.1376,0.216178084
612924270,3.15E-06,0,0.588235294,0.455516014
613345676,3.95E-05,0,0.518931845,0.391610087
613495125,0.000122033,0,0.4962,0.5
614082154,4.95E-08,0.000206497,0.5092,0.5
614447598,4.91E-06,0,0.236907731,0.332778702
614770385,8.58E-07,0,0.094170404,0.13229572
616602934,6.25E-06,0,0.213836478,0.444055944
617872589,2.00E-07,0,0,0
618739366,1.33E-05,0,0.981343284,0.669543773
619201618,9.25E-06,0,0.821428571,0.931034483
619384294,4.69E-06,0,0.287726358,0.276564774
620078665,2.22E-06,0,0.140186916,0.300653595
620404975,4.95E-08,0.000167286,0.070361446,0.706713781
621379439,3.91E-06,0,0.588235294,0.542087542
621429721,4.95E-08,0.001160098,0.349206349,0.513513514
621615487,2.44E-05,0,0.87434555,0.636190476
622956477,9.40E-06,0,0.549657534,0.397938144
623599125,9.55E-06,0,0.459694989,0.458087367
624058980,2.27E-06,0,0.144781145,0.236503856
624223536,2.82E-05,0,0.337209302,0.817280453
625400643,2.97E-07,0,0.423076923,0.315789474
625846473,1.09E-05,0,0.208547009,0.433139535
626214967,1.04E-05,0,0.228194726,0.302687412
630413999,1.15E-05,0,0.254593176,0.381995134
630467723,1.53E-05,0,0.481409002,0.556038228
630850008,2.88E-05,0,0,0
631551777,3.68E-05,0,0.991489362,0.765
631835073,1.63E-05,0,0.769230769,0.638542665
631912248,0.000122033,0,0.771251602,0.516422227
632239930,1.66E-05,0,0.811320755,0.681362725
632368135,3.42E-06,0,0.322404372,0.431677019
632503479,,,0.425531915,0.408805031
632681284,9.57E-06,0,0.98245614,0.873051225
632685533,9.98E-06,0,0.768115942,0.855042017
633487271,3.75E-08,5.68E-05,0.693593315,0.600667408
633602151,3.59E-05,0,0.684397163,0.722713864
634132438,2.54E-05,0,0.91522158,0.66752082
634641130,2.17E-05,0,0.472275335,0.630388693
634704287,6.86E-06,0,0.316176471,0.673076923
634907775,2.87E-08,0,0.727688787,0.602003643
635818294,6.06E-06,0,0.569620253,0.438721137
636447931,8.79E-06,0,0.440381558,0.362715299
636709756,8.42E-06,0,0.706060606,0.511111111
636764655,4.49E-06,0,0.443181818,0.409395973
701708133,7.85E-07,0,0.454545455,0.413333333
701942407,6.90E-08,0.000228075,0.592592593,0.546218487
702032586,7.89E-06,0,0.444767442,0.486567164
703103822,0.000122033,0,0.10828877,0.769704433
703914774,6.15E-08,8.63E-05,0.98340249,0.579406632
704048113,1.19E-05,0,0.651041667,0.458646617
704248286,5.47E-06,0,0.132075472,0.512643678
704555046,1.96E-05,0,0.691751085,0.536863271
705736374,2.86E-06,0,0.575268817,0.38410596
706364737,8.22E-05,0,0.811155029,0.596419709
706947397,4.00E-05,0,0.965166909,0.703910615
707697690,2.30E-06,0,0.116161616,0.319587629
708035550,8.94E-06,0,0.392971246,0.537666174
708043502,1.04E-05,0,0.663072776,0.533919598
708484592,1.30E-05,0,0.708222812,0.585714286
708675441,2.87E-08,0,0.03,0.5
709681854,1.90E-05,0,0.828496042,0.673557278
709942544,5.36E-08,0.000135267,0.886524823,0.786686838
710518321,2.06E-05,0,0.866666667,0.615666179
711316272,1.70E-07,0.000155917,0.575,0.532595326
711565705,7.67E-06,0,0.377659574,0.356898518
713804306,5.79E-08,0.000103713,0.630630631,0.627516779
713834868,1.27E-06,0,0.435483871,0.446428571
713884879,4.95E-08,0.000308586,0.181308411,0.372065728
714301764,4.95E-08,9.49E-05,0,0
714550385,1.17E-05,0,0.860215054,0.839378238
715457424,8.25E-06,0,0.588235294,0.665354331
715489820,4.80E-05,0,0.83908046,0.882907133
715713548,5.43E-05,0,0.958715596,0.592523364
716455623,2.17E-05,0,0.920710059,0.513248848
718590512,1.27E-05,0,0.770935961,0.561555076
718902926,5.96E-08,0.00014014,0.971962617,0.629757785
724632068,1.86E-06,0,0.304347826,0.449101796
725451396,4.52E-06,0,0.200980392,0.472868217
727580406,0.000122033,0,0.795555556,0.956937799
731955936,1.91E-05,0,0.847368421,0.803312629
732621438,5.79E-06,0,0.778443114,0.58560794
735482582,1.69E-06,0,0.090909091,0.410714286
735779108,4.13E-06,0,0.235955056,0.484057971
737521098,1.63E-05,0,0.632231405,0.578764143
741430021,8.08E-08,0.000207657,0.781818182,0.606710671
742326175,1.72E-05,0,0.329896907,0.591406908
743585972,4.35E-06,0,0.240963855,0.350293542
745579297,4.62E-06,0,0.213043478,0.290123457
745638440,1.14E-05,0,0.613003096,0.588535032
747385746,1.27E-05,0,0,0
749593849,8.86E-05,0,0.650842266,0.847750058
750002538,1.87E-05,0,0.723076923,0.662045061
751737240,3.77E-08,4.34E-05,0.429487179,0.650224215
751950187,5.74E-06,0,0.74691358,0.590909091
753397160,2.49E-06,0,0.174496644,0.253132832
753452635,1.97E-05,0,0.435967302,0.687659574
753906162,3.42E-06,0,0.151428571,0.284253579
756433608,1.88E-05,0,0.355421687,0.480925578
760936026,1.37E-05,0,0.792993631,0.472268908
763086512,5.91E-05,0,0.978955007,0.637368421
763095612,1.44E-06,0,0.069204152,0.167146974
764731350,1.59E-05,0,0.844339623,0.604846226
765917083,0.000122033,0,0.427710843,0.937734434
767012412,7.32E-06,0,0.390041494,0.383631714
767682734,1.96E-05,0,0.452488688,0.545890411
770877740,2.29E-05,0,0.807692308,0.818340611
771812148,8.23E-06,0,0.292929293,0.772413793
773894677,1.23E-05,0,0.432624113,0.783742331
774665468,2.01E-05,0,0.186097427,0.310045317
777083114,1.01E-05,0,0.415966387,0.634969325
783425629,5.91E-08,0.000121114,0.834355828,0.779431664
792301770,1.89E-05,0,0.948424069,0.689225289
792459126,2.21E-05,0,0.330985915,0.41563786
797250055,2.87E-08,0,0.409455843,0.387096774
797268164,,,0.161764706,0.291666667
797282894,5.26E-08,0.000165894,0.857414449,0.580542265
798613004,2.40E-07,0.001160098,0.175097276,0.32010582
799379688,7.69E-05,0,0.583780561,0.652651201
804830348,3.15E-06,0,0.179487179,0.621359223
807804577,7.84E-06,0,0.791666667,0.661971831
811928833,1.49E-05,0,0.285714286,0.453937593
812919140,1.20E-06,0,0.03902439,0.18972332
813285210,4.10E-05,0,0.257142857,0.941143498
816078962,6.10E-08,0.000116474,0.505747126,0.408163265
816352328,2.87E-08,0,0.187175043,0.230666667
816485959,1.76E-05,0,0.649851632,0.516845878
818751600,2.87E-08,0,0.610084034,0.559259259
824478204,3.33E-05,0,0.687404386,0.410757212
826381566,4.32E-08,5.08E-05,0.542190305,0.490393413
826579765,3.62E-06,0,0.423076923,0.530685921
832472995,3.28E-08,4.08E-05,0.272197962,0.564546799
834585751,4.68E-05,0,0.93830703,0.73305247
836742500,3.00E-05,0,0.44397463,0.46392142
838827888,1.55E-05,0,0.635,0.613152805
839486461,6.01E-06,0,0.330404218,0.301840491
839690880,0.000122033,0,0.054495913,0.931619154
839780275,1.17E-05,0,0.923236515,0.498439126
840460058,9.07E-07,0,0.278688525,0.371134021
842433025,6.25E-06,0,0.216216216,0.364806867
847160485,2.18E-06,0,0.169491525,0.273846154
848583559,1.95E-05,0,0.91750503,0.616216216
849335840,4.62E-06,0,0.142450142,0.208568207
850152661,2.50E-05,0,0.632352941,0.937842779
853279890,3.41E-05,0,0.824696803,0.607868569
853893720,2.12E-05,0,0.948198198,0.661843107
854710872,1.11E-05,0,0,0
857270408,4.86E-06,0,0.795698925,0.680412371
857857747,3.88E-05,0,0.865155131,0.654575433
859566270,4.08E-06,0,0.225806452,0.291739895
861885128,6.18E-08,0.000524828,0.014132278,0.738661545
864175890,5.93E-05,0,0.507494647,0.838798757
865385304,8.13E-06,0,0.197707736,0.487518355
865789586,9.45E-06,0,0.436194896,0.47246022
866157062,0.000122033,0,0.5882,0.5
870952818,3.15E-05,0,0.625072886,0.428333333
872703248,6.15E-08,0.000621116,0.808998302,0.588830716
873348012,1.43E-05,0,0.963265306,0.544609665
874719912,8.34E-07,0,0.073298429,0.143497758
876297067,9.11E-05,0,0.455399061,0.946034963
876638474,3.75E-08,5.68E-05,0.764350453,0.646367521
881373834,4.25E-08,0.000126915,0.865909091,0.571567673
881425310,7.15E-08,0.00052738,0.615658363,0.650497512
882612318,3.21E-05,0,0.734824281,0.809842041
887026338,6.11E-05,0,0.893766938,0.575569358
887636821,7.08E-06,0,0.482517483,0.505190311
888320442,6.76E-06,0,0.177441541,0.275896414
888376710,5.56E-08,0.001160098,0.765395894,0.676864762
888937309,6.15E-06,0,0.166666667,0.321473952
889621423,5.26E-08,0.000165894,0.731283422,0.540258144
890089172,5.73E-05,0,0.894907909,0.717391304
890331415,2.87E-08,0,0.217996088,0.258501209
891098136,6.63E-07,0,0.070422535,0.268041237
898427606,4.86E-08,0.000318099,0.80369515,0.558163265
900906391,,,0.564935065,0.485809683
901875258,2.71E-06,0,0.294642857,0.495495495
902817020,4.54E-06,0,0.198966408,0.323426573
910519015,4.69E-08,0.000194664,0.522070015,0.533049041
913855980,2.03E-06,0,0.378151261,0.407960199
919599445,4.15E-08,0.000109281,0.334831461,0.337797619
926785916,0.000122033,0,0.897839784,0.692328995
928613839,9.15E-06,0,0.750778816,0.538129496
932014148,0.000122033,0,0.414965986,0.971439674
933183398,2.98E-05,0,0.624497992,0.550946799
933709428,1.05E-05,0,0.639285714,0.606188467
935670277,4.83E-05,0,0.905472637,0.494720965
938206194,5.05E-08,0.000242692,0.696934644,0.478273989
938591077,5.63E-05,0,0.960960961,0.77605918
938775151,3.76E-06,0,0.593406593,0.62704918
942553597,1.74E-06,0,0.256281407,0.260223048
945700081,1.67E-05,0,0.884210526,0.878205128
946966350,4.95E-08,0.001160098,0.7188,0.5
947495665,5.31E-05,0,0.383224873,0.440420797
947759960,2.87E-08,0,0.293103448,0.557251908
948824810,5.62E-06,0,0.248803828,0.52283105
949432574,1.05E-05,0,0.291262136,0.675590551
949874611,2.40E-06,0,0.091836735,0.497435897
952059704,1.52E-05,0,0.707563025,0.51309329
952729381,1.39E-05,0,0.809633028,0.567460317
953307336,1.61E-05,0,0.277121979,0.270004103
954555510,2.87E-08,0,0.382239382,0.752862595
954799494,8.50E-06,0,0.852601156,0.5
956387852,1.30E-06,0,0.099489796,0.117117117
961709562,2.28E-05,0,0.582677165,0.709603659
